OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
1404,1433176,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1B,421,2020-01-19T00:01:08.000Z
1424,1433213,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1253,2020-01-17T00:20:00.000Z
1496,1433360,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,906,2020-01-20T00:10:55.000Z
1587,1433527,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1364,2020-01-20T00:22:45.000Z
1655,1433663,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,707,2020-01-20T00:18:07.000Z
1704,1433755,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1396,2020-01-22T00:13:08.000Z
1706,1433758,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5B,1618,2020-01-21T00:13:45.000Z
1769,1433870,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1018,2020-01-22T00:10:40.000Z
1856,1434047,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,224,2020-01-21T00:15:45.000Z
1860,1434051,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1B,411,2020-01-23T00:15:30.000Z
1988,1434631,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1403,2020-01-21T00:13:30.000Z
1995,1434659,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1114,2020-01-23T00:22:55.000Z
38,1430038,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3M,734,2020-01-01T00:19:26.000Z
58,1430108,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,541,2020-01-01T00:01:29.000Z
74,1430152,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,912,2020-01-02T00:20:55.000Z
177,1430495,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1639,2020-01-04T00:12:50.000Z
211,1430582,1313,19,BATTERY,242 PC BATTERY CIVILIAN,UI,UI,UI,2020-01-04T00:17:50.000Z
214,1430588,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,912,2020-01-02T00:21:42.000Z
249,1430657,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3B,767,2020-01-05T00:00:48.000Z
252,1430661,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1034,2020-01-05T00:16:05.000Z
298,1430778,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,1202,2020-01-06T00:08:57.000Z
299,1430779,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,204,2020-01-06T00:14:51.000Z
306,1430797,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,1,1B,440,2020-01-05T00:18:40.000Z
316,1430813,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,886,2020-01-06T00:06:44.000Z
428,1431084,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,732,2020-01-04T00:13:20.000Z
442,1431107,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,765,2020-01-06T00:08:30.000Z
473,1431175,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,742,2020-01-07T00:16:48.000Z
541,1431304,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,418,2020-01-08T00:15:00.000Z
566,1431367,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,543,2020-01-09T00:10:27.000Z
581,1431391,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,776,2020-01-09T00:01:57.000Z
629,1431506,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1654,2020-01-08T00:18:04.000Z
664,1431577,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,706,2020-01-08T00:12:30.000Z
665,1431578,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1654,2020-01-08T00:18:05.000Z
711,1431669,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,766,2020-01-09T00:09:00.000Z
768,1431840,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,745,2020-01-12T00:01:06.000Z
797,1431918,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5A,1391,2020-01-12T00:20:35.000Z
816,1431956,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,418,2020-01-12T00:01:00.000Z
842,1431998,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,626,2020-01-04T00:20:30.000Z
843,1431999,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1111,2020-01-03T00:18:00.000Z
913,1432124,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2B,523,2020-01-10T00:16:00.000Z
937,1432164,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,523,2020-01-13T00:16:42.000Z
947,1432185,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,747,2020-01-12T00:01:00.000Z
988,1432266,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1443,2020-01-14T00:06:52.000Z
1003,1432287,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1501,2020-01-10T00:09:30.000Z
1005,1432293,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3M,742,2020-01-13T00:21:00.000Z
1011,1432309,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,336,2020-01-12T00:19:00.000Z
1015,1432313,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6D,834,2020-01-14T00:03:00.000Z
1016,1432314,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,3,3B,737,2020-01-13T00:16:45.000Z
1019,1432317,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,804,2020-01-12T00:15:15.000Z
1021,1432319,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,232,2020-01-14T00:11:07.000Z
1023,1432322,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,746,2020-01-12T00:17:00.000Z
1026,1432328,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1B,435,2020-01-14T00:12:20.000Z
1029,1432340,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,765,2020-01-13T00:17:00.000Z
1033,1432345,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2C,620,2020-01-13T00:13:00.000Z
1051,1432397,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,145,2020-01-13T00:21:00.000Z
1052,1432398,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6B,1038,2020-01-14T00:07:30.000Z
1065,1432444,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2C,603,2020-01-15T00:09:00.000Z
1078,1432465,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6B,1421,2020-01-15T00:10:30.000Z
1092,1432489,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,622,2020-01-15T00:00:00.000Z
1098,1432496,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4B,986,2020-01-05T00:04:54.000Z
1099,1432497,2206,0,BURGLARY,466 PC POSS OF BURG TOOLS,1,1A,104,2020-01-15T00:07:45.000Z
1104,1432509,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,337,2020-01-15T00:11:30.000Z
1106,1432512,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,567,2020-01-14T00:05:20.000Z
1122,1432577,2299,10,BURGLARY,459 PC BURG UNSPECIFIED-MISD,6,6B,1084,2020-01-09T00:23:11.000Z
1126,1432590,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1502,2020-01-13T00:06:45.000Z
1136,1432624,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1292,2020-01-12T00:07:00.000Z
1137,1432626,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,956,2020-01-16T00:09:00.000Z
1140,1432633,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,623,2020-01-15T00:06:59.000Z
1141,1432634,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,611,2020-01-15T00:00:12.000Z
1142,1432635,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,419,2020-01-15T00:01:22.000Z
1157,1432662,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5C,1637,2020-01-14T00:20:00.000Z
1169,1432681,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5B,1631,2020-01-09T00:00:00.000Z
1181,1432706,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,2020-01-16T00:13:45.000Z
1186,1432718,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,928,2020-01-15T00:23:00.000Z
1190,1432729,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,232,2020-01-16T00:11:37.000Z
1191,1432730,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,767,2020-01-13T00:02:30.000Z
1192,1432732,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6C,1124,2020-01-16T00:09:30.000Z
1193,1432734,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5A,1364,2020-01-16T00:03:00.000Z
1196,1432738,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3M,742,2020-01-11T00:17:00.000Z
1203,1432748,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,726,2020-01-16T00:05:15.000Z
1204,1432751,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,788,2020-01-16T00:10:10.000Z
1212,1432769,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1637,2020-01-15T00:20:30.000Z
1245,1432841,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1287,2020-01-16T00:19:42.000Z
1247,1432850,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1369,2020-01-17T00:01:42.000Z
1251,1432864,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,748,2020-01-10T00:01:00.000Z
1274,1432919,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6C,1405,2020-01-10T00:17:55.000Z
1281,1432929,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,747,2020-01-16T00:03:56.000Z
1285,1432939,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,775,2020-01-16T00:19:30.000Z
1297,1432981,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3M,731,2020-01-17T00:12:15.000Z
1300,1432984,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,338,2020-01-16T00:13:10.000Z
1304,1432990,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,232,2020-01-17T00:09:05.000Z
1305,1432991,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,718,2020-01-17T00:01:00.000Z
1307,1432994,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2020-01-17T00:04:20.000Z
1308,1432996,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1247,2020-01-17T00:04:51.000Z
1313,1433014,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1275,2020-01-06T00:10:00.000Z
1317,1433024,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1361,2020-01-16T00:03:00.000Z
1342,1433072,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2020-01-15T00:16:25.000Z
1343,1433073,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,747,2020-01-17T00:11:00.000Z
1345,1433076,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,435,2020-01-10T00:10:01.000Z
1348,1433086,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,337,2020-01-15T00:12:05.000Z
1350,1433089,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1B,442,2020-01-16T00:11:40.000Z
1351,1433094,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1B,468,2020-01-13T00:17:00.000Z
1357,1433101,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,909,2020-01-17T00:16:23.000Z
1361,1433106,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,1,1B,442,2020-01-17T00:08:44.000Z
1362,1433110,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,1,1A,327,2020-01-18T00:10:03.000Z
1368,1433126,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,604,2020-01-13T00:09:30.000Z
1419,1433208,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,1117,2020-01-18T00:01:59.000Z
1421,1433210,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,746,2020-01-17T00:17:30.000Z
1426,1433215,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5A,1364,2020-01-19T00:00:32.000Z
1429,1433224,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,748,2020-01-19T00:09:18.000Z
1430,1433225,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,1115,2020-01-19T00:16:57.000Z
1440,1433264,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,876,2020-01-08T00:07:20.000Z
1443,1433270,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,337,2020-01-19T00:17:30.000Z
1446,1433275,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6C,1446,2020-01-19T00:13:30.000Z
1459,1433294,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2C,604,2020-01-17T00:11:00.000Z
1460,1433295,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3M,751,2020-01-18T00:11:00.000Z
1462,1433297,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1359,2020-01-19T00:12:45.000Z
1470,1433320,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,305,2020-01-19T00:09:32.000Z
1473,1433323,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2020-01-17T00:18:00.000Z
1474,1433324,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1616,2020-01-20T00:02:00.000Z
1477,1433327,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2A,505,2020-01-19T00:21:50.000Z
1478,1433328,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,235,2020-01-16T00:18:00.000Z
1483,1433333,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6B,1068,2020-01-17T00:01:05.000Z
1490,1433348,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,568,2020-01-11T00:00:00.000Z
1501,1433365,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,856,2020-01-18T00:02:50.000Z
1528,1433422,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,746,2020-01-20T00:18:30.000Z
1533,1433432,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1B,440,2020-01-12T00:02:00.000Z
1534,1433433,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6C,1441,2020-01-18T00:16:05.000Z
1535,1433434,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1147,2020-01-20T00:21:08.000Z
1536,1433435,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,908,2020-01-20T00:20:50.000Z
1537,1433436,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2C,614,2020-01-20T00:19:33.000Z
1541,1433441,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,965,2020-01-18T00:13:00.000Z
1542,1433443,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,333,2020-01-20T00:14:30.000Z
1544,1433445,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1C,429,2020-01-19T00:00:16.000Z
1545,1433446,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,305,2020-01-20T00:11:00.000Z
1546,1433447,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,1346,2020-01-19T00:01:45.000Z
1548,1433449,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,104,2020-01-01T00:00:00.000Z
1549,1433450,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,232,2020-01-20T00:08:33.000Z
1562,1433465,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2020-01-17T00:04:00.000Z
1565,1433468,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1251,2020-01-20T00:15:00.000Z
1574,1433481,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2C,619,2020-01-18T00:21:40.000Z
1576,1433485,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1265,2020-01-20T00:17:00.000Z
1595,1433551,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1443,2020-01-17T00:08:00.000Z
1600,1433559,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1359,2020-01-18T00:22:00.000Z
1607,1433578,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,905,2020-01-19T00:16:15.000Z
1609,1433580,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3M,734,2020-01-20T00:17:30.000Z
1610,1433581,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,145,2020-01-19T00:10:50.000Z
1612,1433583,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,333,2020-01-07T00:05:20.000Z
1616,1433596,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,123,2020-01-20T00:16:30.000Z
1618,1433598,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2B,522,2020-01-20T00:20:05.000Z
1637,1433635,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,965,2020-01-21T00:18:50.000Z
1638,1433637,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,338,2020-01-21T00:17:30.000Z
1641,1433640,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,313,2020-01-21T00:19:30.000Z
1643,1433642,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,909,2020-01-21T00:20:30.000Z
1645,1433645,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1301,2020-01-20T00:19:30.000Z
1646,1433646,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,788,2020-01-20T00:06:00.000Z
1647,1433648,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,601,2020-01-22T00:01:19.000Z
1648,1433649,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,906,2020-01-16T00:20:40.000Z
1654,1433662,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6C,1422,2020-01-19T00:13:10.000Z
1666,1433687,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1427,2020-01-13T00:19:00.000Z
1679,1433710,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5A,1501,2020-01-21T00:21:00.000Z
1689,1433733,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1253,2020-01-18T00:10:15.000Z
1690,1433734,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5A,1364,2020-01-21T00:21:00.000Z
1694,1433739,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5A,1501,2020-01-20T00:14:30.000Z
1705,1433756,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,213,2020-01-22T00:10:58.000Z
1708,1433761,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,454,2020-01-15T00:06:00.000Z
1723,1433801,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,543,2020-01-22T00:20:00.000Z
1727,1433805,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,232,2020-01-16T00:05:30.000Z
1729,1433814,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,906,2020-01-21T00:19:00.000Z
1734,1433822,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,553,2020-01-21T00:23:13.000Z
1743,1433834,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,503,2020-01-22T00:12:01.000Z
1744,1433835,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1634,2020-01-22T00:08:20.000Z
1745,1433836,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5A,1398,2020-01-22T00:18:34.000Z
1753,1433845,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,814,2020-01-21T00:18:00.000Z
1754,1433846,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,104,2020-01-18T00:00:15.000Z
1756,1433849,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,2020-01-21T00:22:00.000Z
1761,1433856,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1064,2020-01-23T00:04:58.000Z
1771,1433875,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,449,2020-01-18T00:10:00.000Z
1778,1433889,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,707,2020-01-19T00:18:10.000Z
1783,1433898,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,337,2020-01-22T00:19:00.000Z
1784,1433899,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1C,447,2020-01-22T00:07:00.000Z
1786,1433901,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1394,2020-01-21T00:23:05.000Z
1789,1433907,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,1,1A,328,2020-01-22T00:17:40.000Z
1790,1433908,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,727,2020-01-22T00:09:00.000Z
1791,1433910,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6E,876,2020-01-22T00:10:00.000Z
1792,1433911,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,926,2020-01-21T00:00:00.000Z
1793,1433912,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2C,620,2020-01-22T00:19:20.000Z
1794,1433913,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5C,1607,2020-01-22T00:22:40.000Z
1795,1433914,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1278,2020-01-22T00:17:45.000Z
1799,1433927,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,338,2020-01-22T00:19:00.000Z
1803,1433940,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,748,2020-01-10T00:17:00.000Z
1847,1434026,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1C,437,2020-01-22T00:12:50.000Z
1852,1434043,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4B,976,2020-01-23T00:18:15.000Z
1857,1434048,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3B,767,2020-01-19T00:19:00.000Z
1872,1434076,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,726,2020-01-23T00:14:16.000Z
1879,1434097,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6C,1147,2020-01-22T00:23:25.000Z
1891,1434123,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,1356,2020-01-23T00:09:50.000Z
1892,1434125,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,5,5C,1647,2020-01-23T00:17:00.000Z
1916,1434213,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,905,2020-01-22T00:19:00.000Z
1917,1434217,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2C,619,2020-01-22T00:20:45.000Z
1920,1434231,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1B,401,2020-01-22T00:23:55.000Z
1921,1434242,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2C,619,2020-01-22T00:20:40.000Z
1922,1434249,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6A,1011,2020-01-23T00:05:45.000Z
1923,1434251,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,909,2020-01-23T00:20:00.000Z
1928,1434259,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4A,955,2020-01-21T00:11:25.000Z
1930,1434275,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1081,2020-01-23T00:14:00.000Z
1931,1434278,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3A,723,2020-01-15T00:08:35.000Z
1939,1434332,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,306,2020-01-23T00:03:00.000Z
1940,1434333,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4C,1279,2020-01-21T00:06:00.000Z
1941,1434334,2299,1,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,2020-01-10T00:01:00.000Z
1984,1434627,2299,1,BURGLARY,459 PC BURG VEHICLE,4,4B,1351,2020-01-17T00:11:59.000Z
1991,1434642,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,1105,2020-01-21T00:22:00.000Z
1993,1434654,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1409,2020-01-14T00:21:00.000Z
1994,1434656,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6A,1011,2020-01-23T00:20:40.000Z
1996,1434666,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,338,2020-01-23T00:12:50.000Z
1997,1434702,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,1344,2020-01-20T00:10:33.000Z
13,1429896,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3A,725,2020-01-01T00:10:40.000Z
14,1429900,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,4,4A,965,2020-01-01T00:14:30.000Z
15,1429902,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,4,4A,965,2020-01-01T00:14:10.000Z
17,1429906,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,4,4A,965,2020-01-01T00:12:10.000Z
31,1429983,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1111,2020-01-02T00:04:10.000Z
54,1430104,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1421,2020-01-02T00:03:24.000Z
59,1430110,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,414,2020-01-02T00:08:44.000Z
60,1430111,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,2,2B,563,2020-01-02T00:09:43.000Z
63,1430116,2299,1,BURGLARY,459 PC BURG VEHICLE,1,1A,302,2020-01-01T00:10:00.000Z
73,1430151,2299,1,BURGLARY,459 PC BURG VEHICLE,2,2B,564,2020-01-01T00:17:30.000Z
76,1430157,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,612,2020-01-01T00:07:43.000Z
89,1430204,2299,1,BURGLARY,459 PC BURG VEHICLE,3,3A,725,2020-01-01T00:02:00.000Z
91,1430210,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,619,2020-01-02T00:11:42.000Z
93,1430218,2299,1,BURGLARY,459 PC BURG VEHICLE,6,6E,898,2020-01-01T00:18:15.000Z
103,1430282,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,4,4B,1356,2020-01-02T00:20:59.000Z
118,1430319,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6E,878,2020-01-02T00:20:11.000Z
122,1430330,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,1637,2020-01-02T00:18:49.000Z
